,hq,lq,organ,split
58,train_datasets/thyroid/high_quality/0098.png,train_datasets/thyroid/low_quality/0098.png,thyroid,1
59,train_datasets/thyroid/high_quality/0099.png,train_datasets/thyroid/low_quality/0099.png,thyroid,1
60,train_datasets/thyroid/high_quality/0100.png,train_datasets/thyroid/low_quality/0100.png,thyroid,1
61,train_datasets/thyroid/high_quality/0101.png,train_datasets/thyroid/low_quality/0101.png,thyroid,1
62,train_datasets/thyroid/high_quality/0102.png,train_datasets/thyroid/low_quality/0102.png,thyroid,1
63,train_datasets/thyroid/high_quality/0104.png,train_datasets/thyroid/low_quality/0104.png,thyroid,1
64,train_datasets/thyroid/high_quality/0106.png,train_datasets/thyroid/low_quality/0106.png,thyroid,1
65,train_datasets/thyroid/high_quality/0110.png,train_datasets/thyroid/low_quality/0110.png,thyroid,1
66,train_datasets/thyroid/high_quality/0112.png,train_datasets/thyroid/low_quality/0112.png,thyroid,1
67,train_datasets/thyroid/high_quality/0113.png,train_datasets/thyroid/low_quality/0113.png,thyroid,1
68,train_datasets/thyroid/high_quality/0114.png,train_datasets/thyroid/low_quality/0114.png,thyroid,1
69,train_datasets/thyroid/high_quality/0115.png,train_datasets/thyroid/low_quality/0115.png,thyroid,1
70,train_datasets/thyroid/high_quality/0116.png,train_datasets/thyroid/low_quality/0116.png,thyroid,1
71,train_datasets/thyroid/high_quality/0117.png,train_datasets/thyroid/low_quality/0117.png,thyroid,1
72,train_datasets/thyroid/high_quality/0119.png,train_datasets/thyroid/low_quality/0119.png,thyroid,1
73,train_datasets/thyroid/high_quality/0120.png,train_datasets/thyroid/low_quality/0120.png,thyroid,1
74,train_datasets/thyroid/high_quality/0122.png,train_datasets/thyroid/low_quality/0122.png,thyroid,1
75,train_datasets/thyroid/high_quality/0123.png,train_datasets/thyroid/low_quality/0123.png,thyroid,1
76,train_datasets/thyroid/high_quality/0124.png,train_datasets/thyroid/low_quality/0124.png,thyroid,1
77,train_datasets/thyroid/high_quality/0125.png,train_datasets/thyroid/low_quality/0125.png,thyroid,1
78,train_datasets/thyroid/high_quality/0126.png,train_datasets/thyroid/low_quality/0126.png,thyroid,1
79,train_datasets/thyroid/high_quality/0127.png,train_datasets/thyroid/low_quality/0127.png,thyroid,1
80,train_datasets/thyroid/high_quality/0128.png,train_datasets/thyroid/low_quality/0128.png,thyroid,1
81,train_datasets/thyroid/high_quality/0130.png,train_datasets/thyroid/low_quality/0130.png,thyroid,1
82,train_datasets/thyroid/high_quality/0131.png,train_datasets/thyroid/low_quality/0131.png,thyroid,1
83,train_datasets/thyroid/high_quality/0132.png,train_datasets/thyroid/low_quality/0132.png,thyroid,1
84,train_datasets/thyroid/high_quality/0134.png,train_datasets/thyroid/low_quality/0134.png,thyroid,1
85,train_datasets/thyroid/high_quality/0136.png,train_datasets/thyroid/low_quality/0136.png,thyroid,1
86,train_datasets/thyroid/high_quality/0137.png,train_datasets/thyroid/low_quality/0137.png,thyroid,1
87,train_datasets/thyroid/high_quality/0140.png,train_datasets/thyroid/low_quality/0140.png,thyroid,1
88,train_datasets/thyroid/high_quality/0142.png,train_datasets/thyroid/low_quality/0142.png,thyroid,1
89,train_datasets/thyroid/high_quality/0143.png,train_datasets/thyroid/low_quality/0143.png,thyroid,1
90,train_datasets/thyroid/high_quality/0144.png,train_datasets/thyroid/low_quality/0144.png,thyroid,1
91,train_datasets/thyroid/high_quality/0145.png,train_datasets/thyroid/low_quality/0145.png,thyroid,1
92,train_datasets/thyroid/high_quality/0146.png,train_datasets/thyroid/low_quality/0146.png,thyroid,1
93,train_datasets/thyroid/high_quality/0147.png,train_datasets/thyroid/low_quality/0147.png,thyroid,1
94,train_datasets/thyroid/high_quality/0148.png,train_datasets/thyroid/low_quality/0148.png,thyroid,1
95,train_datasets/thyroid/high_quality/0152.png,train_datasets/thyroid/low_quality/0152.png,thyroid,1
96,train_datasets/thyroid/high_quality/0153.png,train_datasets/thyroid/low_quality/0153.png,thyroid,1
97,train_datasets/thyroid/high_quality/0154.png,train_datasets/thyroid/low_quality/0154.png,thyroid,1
98,train_datasets/thyroid/high_quality/0155.png,train_datasets/thyroid/low_quality/0155.png,thyroid,1
99,train_datasets/thyroid/high_quality/0156.png,train_datasets/thyroid/low_quality/0156.png,thyroid,1
100,train_datasets/thyroid/high_quality/0158.png,train_datasets/thyroid/low_quality/0158.png,thyroid,1
101,train_datasets/thyroid/high_quality/0159.png,train_datasets/thyroid/low_quality/0159.png,thyroid,1
102,train_datasets/thyroid/high_quality/0163.png,train_datasets/thyroid/low_quality/0163.png,thyroid,1
103,train_datasets/thyroid/high_quality/0165.png,train_datasets/thyroid/low_quality/0165.png,thyroid,1
104,train_datasets/thyroid/high_quality/0166.png,train_datasets/thyroid/low_quality/0166.png,thyroid,1
105,train_datasets/thyroid/high_quality/0168.png,train_datasets/thyroid/low_quality/0168.png,thyroid,1
106,train_datasets/thyroid/high_quality/0169.png,train_datasets/thyroid/low_quality/0169.png,thyroid,1
107,train_datasets/thyroid/high_quality/0170.png,train_datasets/thyroid/low_quality/0170.png,thyroid,1
108,train_datasets/thyroid/high_quality/0172.png,train_datasets/thyroid/low_quality/0172.png,thyroid,1
109,train_datasets/thyroid/high_quality/0174.png,train_datasets/thyroid/low_quality/0174.png,thyroid,1
110,train_datasets/thyroid/high_quality/0178.png,train_datasets/thyroid/low_quality/0178.png,thyroid,1
111,train_datasets/thyroid/high_quality/0179.png,train_datasets/thyroid/low_quality/0179.png,thyroid,1
112,train_datasets/thyroid/high_quality/0180.png,train_datasets/thyroid/low_quality/0180.png,thyroid,1
113,train_datasets/thyroid/high_quality/0181.png,train_datasets/thyroid/low_quality/0181.png,thyroid,1
114,train_datasets/thyroid/high_quality/0182.png,train_datasets/thyroid/low_quality/0182.png,thyroid,1
115,train_datasets/thyroid/high_quality/0184.png,train_datasets/thyroid/low_quality/0184.png,thyroid,2
116,train_datasets/thyroid/high_quality/0185.png,train_datasets/thyroid/low_quality/0185.png,thyroid,2
117,train_datasets/thyroid/high_quality/0186.png,train_datasets/thyroid/low_quality/0186.png,thyroid,2
118,train_datasets/thyroid/high_quality/0188.png,train_datasets/thyroid/low_quality/0188.png,thyroid,2
119,train_datasets/thyroid/high_quality/0190.png,train_datasets/thyroid/low_quality/0190.png,thyroid,2
120,train_datasets/thyroid/high_quality/0191.png,train_datasets/thyroid/low_quality/0191.png,thyroid,2
121,train_datasets/thyroid/high_quality/0192.png,train_datasets/thyroid/low_quality/0192.png,thyroid,2
122,train_datasets/thyroid/high_quality/0193.png,train_datasets/thyroid/low_quality/0193.png,thyroid,2
123,train_datasets/thyroid/high_quality/0194.png,train_datasets/thyroid/low_quality/0194.png,thyroid,2
124,train_datasets/thyroid/high_quality/0196.png,train_datasets/thyroid/low_quality/0196.png,thyroid,2
125,train_datasets/thyroid/high_quality/0197.png,train_datasets/thyroid/low_quality/0197.png,thyroid,2
126,train_datasets/thyroid/high_quality/0198.png,train_datasets/thyroid/low_quality/0198.png,thyroid,2
127,train_datasets/thyroid/high_quality/0200.png,train_datasets/thyroid/low_quality/0200.png,thyroid,2
128,train_datasets/thyroid/high_quality/0201.png,train_datasets/thyroid/low_quality/0201.png,thyroid,2
129,train_datasets/thyroid/high_quality/0202.png,train_datasets/thyroid/low_quality/0202.png,thyroid,2
130,train_datasets/thyroid/high_quality/0203.png,train_datasets/thyroid/low_quality/0203.png,thyroid,2
131,train_datasets/thyroid/high_quality/0204.png,train_datasets/thyroid/low_quality/0204.png,thyroid,2
132,train_datasets/thyroid/high_quality/0206.png,train_datasets/thyroid/low_quality/0206.png,thyroid,2
133,train_datasets/thyroid/high_quality/0210.png,train_datasets/thyroid/low_quality/0210.png,thyroid,2
134,train_datasets/thyroid/high_quality/0211.png,train_datasets/thyroid/low_quality/0211.png,thyroid,2
135,train_datasets/thyroid/high_quality/0213.png,train_datasets/thyroid/low_quality/0213.png,thyroid,2
136,train_datasets/thyroid/high_quality/0216.png,train_datasets/thyroid/low_quality/0216.png,thyroid,2
137,train_datasets/thyroid/high_quality/0219.png,train_datasets/thyroid/low_quality/0219.png,thyroid,2
138,train_datasets/thyroid/high_quality/0220.png,train_datasets/thyroid/low_quality/0220.png,thyroid,2
139,train_datasets/thyroid/high_quality/0221.png,train_datasets/thyroid/low_quality/0221.png,thyroid,2
140,train_datasets/thyroid/high_quality/0222.png,train_datasets/thyroid/low_quality/0222.png,thyroid,2
141,train_datasets/thyroid/high_quality/0223.png,train_datasets/thyroid/low_quality/0223.png,thyroid,2
142,train_datasets/thyroid/high_quality/0224.png,train_datasets/thyroid/low_quality/0224.png,thyroid,2
143,train_datasets/thyroid/high_quality/0228.png,train_datasets/thyroid/low_quality/0228.png,thyroid,2
144,train_datasets/thyroid/high_quality/0229.png,train_datasets/thyroid/low_quality/0229.png,thyroid,2
145,train_datasets/thyroid/high_quality/0230.png,train_datasets/thyroid/low_quality/0230.png,thyroid,2
146,train_datasets/thyroid/high_quality/0231.png,train_datasets/thyroid/low_quality/0231.png,thyroid,2
147,train_datasets/thyroid/high_quality/0236.png,train_datasets/thyroid/low_quality/0236.png,thyroid,2
148,train_datasets/thyroid/high_quality/0237.png,train_datasets/thyroid/low_quality/0237.png,thyroid,2
149,train_datasets/thyroid/high_quality/0238.png,train_datasets/thyroid/low_quality/0238.png,thyroid,2
150,train_datasets/thyroid/high_quality/0239.png,train_datasets/thyroid/low_quality/0239.png,thyroid,2
151,train_datasets/thyroid/high_quality/0240.png,train_datasets/thyroid/low_quality/0240.png,thyroid,2
152,train_datasets/thyroid/high_quality/0241.png,train_datasets/thyroid/low_quality/0241.png,thyroid,2
153,train_datasets/thyroid/high_quality/0242.png,train_datasets/thyroid/low_quality/0242.png,thyroid,2
154,train_datasets/thyroid/high_quality/0243.png,train_datasets/thyroid/low_quality/0243.png,thyroid,2
155,train_datasets/thyroid/high_quality/0245.png,train_datasets/thyroid/low_quality/0245.png,thyroid,2
156,train_datasets/thyroid/high_quality/0246.png,train_datasets/thyroid/low_quality/0246.png,thyroid,2
157,train_datasets/thyroid/high_quality/0247.png,train_datasets/thyroid/low_quality/0247.png,thyroid,2
158,train_datasets/thyroid/high_quality/0249.png,train_datasets/thyroid/low_quality/0249.png,thyroid,2
159,train_datasets/thyroid/high_quality/0252.png,train_datasets/thyroid/low_quality/0252.png,thyroid,2
160,train_datasets/thyroid/high_quality/0253.png,train_datasets/thyroid/low_quality/0253.png,thyroid,2
161,train_datasets/thyroid/high_quality/0255.png,train_datasets/thyroid/low_quality/0255.png,thyroid,2
162,train_datasets/thyroid/high_quality/0258.png,train_datasets/thyroid/low_quality/0258.png,thyroid,2
163,train_datasets/thyroid/high_quality/0259.png,train_datasets/thyroid/low_quality/0259.png,thyroid,2
164,train_datasets/thyroid/high_quality/0260.png,train_datasets/thyroid/low_quality/0260.png,thyroid,2
165,train_datasets/thyroid/high_quality/0261.png,train_datasets/thyroid/low_quality/0261.png,thyroid,2
166,train_datasets/thyroid/high_quality/0264.png,train_datasets/thyroid/low_quality/0264.png,thyroid,2
167,train_datasets/thyroid/high_quality/0265.png,train_datasets/thyroid/low_quality/0265.png,thyroid,2
168,train_datasets/thyroid/high_quality/0266.png,train_datasets/thyroid/low_quality/0266.png,thyroid,2
169,train_datasets/thyroid/high_quality/0267.png,train_datasets/thyroid/low_quality/0267.png,thyroid,2
170,train_datasets/thyroid/high_quality/0270.png,train_datasets/thyroid/low_quality/0270.png,thyroid,2
171,train_datasets/thyroid/high_quality/0271.png,train_datasets/thyroid/low_quality/0271.png,thyroid,2
172,train_datasets/thyroid/high_quality/0272.png,train_datasets/thyroid/low_quality/0272.png,thyroid,2
173,train_datasets/thyroid/high_quality/0273.png,train_datasets/thyroid/low_quality/0273.png,thyroid,3
174,train_datasets/thyroid/high_quality/0274.png,train_datasets/thyroid/low_quality/0274.png,thyroid,3
175,train_datasets/thyroid/high_quality/0276.png,train_datasets/thyroid/low_quality/0276.png,thyroid,3
176,train_datasets/thyroid/high_quality/0277.png,train_datasets/thyroid/low_quality/0277.png,thyroid,3
177,train_datasets/thyroid/high_quality/0278.png,train_datasets/thyroid/low_quality/0278.png,thyroid,3
178,train_datasets/thyroid/high_quality/0280.png,train_datasets/thyroid/low_quality/0280.png,thyroid,3
179,train_datasets/thyroid/high_quality/0281.png,train_datasets/thyroid/low_quality/0281.png,thyroid,3
180,train_datasets/thyroid/high_quality/0282.png,train_datasets/thyroid/low_quality/0282.png,thyroid,3
181,train_datasets/thyroid/high_quality/0283.png,train_datasets/thyroid/low_quality/0283.png,thyroid,3
182,train_datasets/thyroid/high_quality/0285.png,train_datasets/thyroid/low_quality/0285.png,thyroid,3
183,train_datasets/thyroid/high_quality/0287.png,train_datasets/thyroid/low_quality/0287.png,thyroid,3
184,train_datasets/thyroid/high_quality/0288.png,train_datasets/thyroid/low_quality/0288.png,thyroid,3
185,train_datasets/thyroid/high_quality/0289.png,train_datasets/thyroid/low_quality/0289.png,thyroid,3
186,train_datasets/thyroid/high_quality/0292.png,train_datasets/thyroid/low_quality/0292.png,thyroid,3
187,train_datasets/thyroid/high_quality/0293.png,train_datasets/thyroid/low_quality/0293.png,thyroid,3
188,train_datasets/thyroid/high_quality/0294.png,train_datasets/thyroid/low_quality/0294.png,thyroid,3
189,train_datasets/thyroid/high_quality/0296.png,train_datasets/thyroid/low_quality/0296.png,thyroid,3
190,train_datasets/thyroid/high_quality/0297.png,train_datasets/thyroid/low_quality/0297.png,thyroid,3
191,train_datasets/thyroid/high_quality/0298.png,train_datasets/thyroid/low_quality/0298.png,thyroid,3
192,train_datasets/thyroid/high_quality/0299.png,train_datasets/thyroid/low_quality/0299.png,thyroid,3
193,train_datasets/thyroid/high_quality/0300.png,train_datasets/thyroid/low_quality/0300.png,thyroid,3
194,train_datasets/thyroid/high_quality/0302.png,train_datasets/thyroid/low_quality/0302.png,thyroid,3
195,train_datasets/thyroid/high_quality/0304.png,train_datasets/thyroid/low_quality/0304.png,thyroid,3
196,train_datasets/thyroid/high_quality/0305.png,train_datasets/thyroid/low_quality/0305.png,thyroid,3
197,train_datasets/thyroid/high_quality/0306.png,train_datasets/thyroid/low_quality/0306.png,thyroid,3
198,train_datasets/thyroid/high_quality/0308.png,train_datasets/thyroid/low_quality/0308.png,thyroid,3
199,train_datasets/thyroid/high_quality/0310.png,train_datasets/thyroid/low_quality/0310.png,thyroid,3
200,train_datasets/thyroid/high_quality/0311.png,train_datasets/thyroid/low_quality/0311.png,thyroid,3
201,train_datasets/thyroid/high_quality/0312.png,train_datasets/thyroid/low_quality/0312.png,thyroid,3
202,train_datasets/thyroid/high_quality/0314.png,train_datasets/thyroid/low_quality/0314.png,thyroid,3
203,train_datasets/thyroid/high_quality/0318.png,train_datasets/thyroid/low_quality/0318.png,thyroid,3
204,train_datasets/thyroid/high_quality/0319.png,train_datasets/thyroid/low_quality/0319.png,thyroid,3
205,train_datasets/thyroid/high_quality/0322.png,train_datasets/thyroid/low_quality/0322.png,thyroid,3
206,train_datasets/thyroid/high_quality/0323.png,train_datasets/thyroid/low_quality/0323.png,thyroid,3
207,train_datasets/thyroid/high_quality/0324.png,train_datasets/thyroid/low_quality/0324.png,thyroid,3
208,train_datasets/thyroid/high_quality/0325.png,train_datasets/thyroid/low_quality/0325.png,thyroid,3
209,train_datasets/thyroid/high_quality/0326.png,train_datasets/thyroid/low_quality/0326.png,thyroid,3
210,train_datasets/thyroid/high_quality/0328.png,train_datasets/thyroid/low_quality/0328.png,thyroid,3
211,train_datasets/thyroid/high_quality/0330.png,train_datasets/thyroid/low_quality/0330.png,thyroid,3
212,train_datasets/thyroid/high_quality/0331.png,train_datasets/thyroid/low_quality/0331.png,thyroid,3
213,train_datasets/thyroid/high_quality/0332.png,train_datasets/thyroid/low_quality/0332.png,thyroid,3
214,train_datasets/thyroid/high_quality/0334.png,train_datasets/thyroid/low_quality/0334.png,thyroid,3
215,train_datasets/thyroid/high_quality/0335.png,train_datasets/thyroid/low_quality/0335.png,thyroid,3
216,train_datasets/thyroid/high_quality/0336.png,train_datasets/thyroid/low_quality/0336.png,thyroid,3
217,train_datasets/thyroid/high_quality/0337.png,train_datasets/thyroid/low_quality/0337.png,thyroid,3
218,train_datasets/thyroid/high_quality/0338.png,train_datasets/thyroid/low_quality/0338.png,thyroid,3
219,train_datasets/thyroid/high_quality/0340.png,train_datasets/thyroid/low_quality/0340.png,thyroid,3
220,train_datasets/thyroid/high_quality/0341.png,train_datasets/thyroid/low_quality/0341.png,thyroid,3
221,train_datasets/thyroid/high_quality/0342.png,train_datasets/thyroid/low_quality/0342.png,thyroid,3
222,train_datasets/thyroid/high_quality/0343.png,train_datasets/thyroid/low_quality/0343.png,thyroid,3
223,train_datasets/thyroid/high_quality/0344.png,train_datasets/thyroid/low_quality/0344.png,thyroid,3
224,train_datasets/thyroid/high_quality/0345.png,train_datasets/thyroid/low_quality/0345.png,thyroid,3
225,train_datasets/thyroid/high_quality/0347.png,train_datasets/thyroid/low_quality/0347.png,thyroid,3
226,train_datasets/thyroid/high_quality/0348.png,train_datasets/thyroid/low_quality/0348.png,thyroid,3
227,train_datasets/thyroid/high_quality/0350.png,train_datasets/thyroid/low_quality/0350.png,thyroid,3
228,train_datasets/thyroid/high_quality/0351.png,train_datasets/thyroid/low_quality/0351.png,thyroid,3
229,train_datasets/thyroid/high_quality/0352.png,train_datasets/thyroid/low_quality/0352.png,thyroid,3
230,train_datasets/thyroid/high_quality/0353.png,train_datasets/thyroid/low_quality/0353.png,thyroid,3
231,train_datasets/thyroid/high_quality/0355.png,train_datasets/thyroid/low_quality/0355.png,thyroid,4
232,train_datasets/thyroid/high_quality/0356.png,train_datasets/thyroid/low_quality/0356.png,thyroid,4
233,train_datasets/thyroid/high_quality/0358.png,train_datasets/thyroid/low_quality/0358.png,thyroid,4
234,train_datasets/thyroid/high_quality/0360.png,train_datasets/thyroid/low_quality/0360.png,thyroid,4
235,train_datasets/thyroid/high_quality/0361.png,train_datasets/thyroid/low_quality/0361.png,thyroid,4
236,train_datasets/thyroid/high_quality/0362.png,train_datasets/thyroid/low_quality/0362.png,thyroid,4
237,train_datasets/thyroid/high_quality/0363.png,train_datasets/thyroid/low_quality/0363.png,thyroid,4
238,train_datasets/thyroid/high_quality/0364.png,train_datasets/thyroid/low_quality/0364.png,thyroid,4
239,train_datasets/thyroid/high_quality/0365.png,train_datasets/thyroid/low_quality/0365.png,thyroid,4
240,train_datasets/thyroid/high_quality/0366.png,train_datasets/thyroid/low_quality/0366.png,thyroid,4
241,train_datasets/thyroid/high_quality/0367.png,train_datasets/thyroid/low_quality/0367.png,thyroid,4
242,train_datasets/thyroid/high_quality/0368.png,train_datasets/thyroid/low_quality/0368.png,thyroid,4
243,train_datasets/thyroid/high_quality/0369.png,train_datasets/thyroid/low_quality/0369.png,thyroid,4
244,train_datasets/thyroid/high_quality/0370.png,train_datasets/thyroid/low_quality/0370.png,thyroid,4
245,train_datasets/thyroid/high_quality/0371.png,train_datasets/thyroid/low_quality/0371.png,thyroid,4
246,train_datasets/thyroid/high_quality/0372.png,train_datasets/thyroid/low_quality/0372.png,thyroid,4
247,train_datasets/thyroid/high_quality/0373.png,train_datasets/thyroid/low_quality/0373.png,thyroid,4
248,train_datasets/thyroid/high_quality/0374.png,train_datasets/thyroid/low_quality/0374.png,thyroid,4
249,train_datasets/thyroid/high_quality/0375.png,train_datasets/thyroid/low_quality/0375.png,thyroid,4
250,train_datasets/thyroid/high_quality/0376.png,train_datasets/thyroid/low_quality/0376.png,thyroid,4
251,train_datasets/thyroid/high_quality/0377.png,train_datasets/thyroid/low_quality/0377.png,thyroid,4
252,train_datasets/thyroid/high_quality/0378.png,train_datasets/thyroid/low_quality/0378.png,thyroid,4
253,train_datasets/thyroid/high_quality/0379.png,train_datasets/thyroid/low_quality/0379.png,thyroid,4
254,train_datasets/thyroid/high_quality/0380.png,train_datasets/thyroid/low_quality/0380.png,thyroid,4
255,train_datasets/thyroid/high_quality/0381.png,train_datasets/thyroid/low_quality/0381.png,thyroid,4
256,train_datasets/thyroid/high_quality/0382.png,train_datasets/thyroid/low_quality/0382.png,thyroid,4
257,train_datasets/thyroid/high_quality/0383.png,train_datasets/thyroid/low_quality/0383.png,thyroid,4
258,train_datasets/thyroid/high_quality/0384.png,train_datasets/thyroid/low_quality/0384.png,thyroid,4
259,train_datasets/thyroid/high_quality/0385.png,train_datasets/thyroid/low_quality/0385.png,thyroid,4
260,train_datasets/thyroid/high_quality/0386.png,train_datasets/thyroid/low_quality/0386.png,thyroid,4
261,train_datasets/thyroid/high_quality/0387.png,train_datasets/thyroid/low_quality/0387.png,thyroid,4
262,train_datasets/thyroid/high_quality/0388.png,train_datasets/thyroid/low_quality/0388.png,thyroid,4
263,train_datasets/thyroid/high_quality/0389.png,train_datasets/thyroid/low_quality/0389.png,thyroid,4
264,train_datasets/thyroid/high_quality/0390.png,train_datasets/thyroid/low_quality/0390.png,thyroid,4
265,train_datasets/thyroid/high_quality/0391.png,train_datasets/thyroid/low_quality/0391.png,thyroid,4
266,train_datasets/thyroid/high_quality/0392.png,train_datasets/thyroid/low_quality/0392.png,thyroid,4
267,train_datasets/thyroid/high_quality/0393.png,train_datasets/thyroid/low_quality/0393.png,thyroid,4
268,train_datasets/thyroid/high_quality/0394.png,train_datasets/thyroid/low_quality/0394.png,thyroid,4
269,train_datasets/thyroid/high_quality/0395.png,train_datasets/thyroid/low_quality/0395.png,thyroid,4
270,train_datasets/thyroid/high_quality/0396.png,train_datasets/thyroid/low_quality/0396.png,thyroid,4
271,train_datasets/thyroid/high_quality/0397.png,train_datasets/thyroid/low_quality/0397.png,thyroid,4
272,train_datasets/thyroid/high_quality/0398.png,train_datasets/thyroid/low_quality/0398.png,thyroid,4
273,train_datasets/thyroid/high_quality/0399.png,train_datasets/thyroid/low_quality/0399.png,thyroid,4
